LV.VOL.2024.9.1,"ProveDisprove","ProveDisprove"
LV.VOL.2024.9.2,"FindAll","FindExample"
LV.VOL.2024.9.3,"Prove","Prove"
LV.VOL.2024.9.4,"Algorithm","Prove"
LV.VOL.2024.9.5,"ProveDisprove","ProveDisprove"
LV.VOL.2024.10.1,"ProveDisprove","ProveDisprove"
LV.VOL.2024.10.2,"Prove","Prove"
LV.VOL.2024.10.3,"FindAll","FindAll"
LV.VOL.2024.10.4,"FindCount","FindCount"
LV.VOL.2024.10.5,"FindOptimal","FindOptimal"
LV.VOL.2024.11.1,"FindAll","FindAll"
LV.VOL.2024.11.2,"FindAll","FindAll"
LV.VOL.2024.11.3,"Prove","Prove"
LV.VOL.2024.11.4,"FindAll","FindAll"
LV.VOL.2024.11.5,"Prove","Prove"
LV.VOL.2024.12.1,"FindAll","FindAll"
LV.VOL.2024.12.2,"Prove","Prove"
LV.VOL.2024.12.3,"Algorithm,Algorithm","Algorithm"
LV.VOL.2024.12.4,"ProveDisprove","ProveDisprove"
LV.VOL.2024.12.5,"FindOptimal","FindOptimal"
LV.NOL.2024.5.1,"FindExample","FindExample"
LV.NOL.2024.5.2,"FindOptimal","FindOptimal"
LV.NOL.2024.5.3,"FindExample","FindExample"
LV.NOL.2024.5.4,"FindExample","FindExample"
LV.NOL.2024.5.5,"ProveDisprove","ProveDisprove"
LV.NOL.2024.6.1,"FindExample","FindExample"
LV.NOL.2024.6.2,"FindOptimal","FindOptimal"
LV.NOL.2024.6.3,"FindExample","FindExample"
LV.NOL.2024.6.4,"FindExample","FindExample"
LV.NOL.2024.6.5,"ProveDisprove","ProveDisprove"
LV.NOL.2024.7.1,"FindExample","FindExample"
LV.NOL.2024.7.2,"FindOptimal","FindOptimal"
LV.NOL.2024.7.3,"FindAll","FindExample"
LV.NOL.2024.7.4,"FindExample","FindExample"
LV.NOL.2024.7.5,"Prove","Prove"
LV.NOL.2024.8.1,"ProveDisprove","ProveDisprove"
LV.NOL.2024.8.2,"FindExample","FindExample"
LV.NOL.2024.8.3,"FindOptimal","FindOptimal"
LV.NOL.2024.8.4,"Prove","Prove"
LV.NOL.2024.8.5,"ProveDisprove","FindExample"
LV.NOL.2024.9.1,"Prove","Prove"
LV.NOL.2024.9.2,"Prove","Prove"
LV.NOL.2024.9.3,"Prove","Prove"
LV.NOL.2024.9.4,"ProveDisprove","ProveDisprove"
LV.NOL.2024.9.5,"Prove","Prove"
LV.NOL.2024.10.1,"Prove","Prove"
LV.NOL.2024.10.2,"Prove","Prove"
LV.NOL.2024.10.3,"Prove","Prove"
LV.NOL.2024.10.4,"FindAll","FindAll"
LV.NOL.2024.10.5,"ProveDisprove","ProveDisprove"
LV.NOL.2024.11.1,"NA","Prove"
LV.NOL.2024.11.2,"Prove","Prove"
LV.NOL.2024.11.3,"FindExample","FindExample"
LV.NOL.2024.11.4,"Prove","Prove"
LV.NOL.2024.11.5,"ProveDisprove","ProveDisprove"
LV.NOL.2024.12.1,"Prove","Prove"
LV.NOL.2024.12.2,"Prove","Prove"
LV.NOL.2024.12.3,"NA","FindOptimal"
LV.NOL.2024.12.4,"Algorithm,Algorithm","Algorithm"
LV.NOL.2024.12.5,"FindAll","FindAll"
