LV.AMO.2022B.5.1,"NT","NT"
LV.AMO.2022B.5.2,"Geom","Geom"
LV.AMO.2022B.5.3,"NT","Comb"
LV.AMO.2022B.5.4,"Alg","Alg"
LV.AMO.2022B.5.5,"Comb","Comb"
LV.AMO.2022B.6.1,"NT","NT"
LV.AMO.2022B.6.2,"Geom","Geom"
LV.AMO.2022B.6.3,"NT","Alg"
LV.AMO.2022B.6.4,"Alg","Alg"
LV.AMO.2022B.6.5,"Comb","Comb"
LV.AMO.2022B.7.1,"NT","NT"
LV.AMO.2022B.7.2,"Alg","Comb"
LV.AMO.2022B.7.3,"Geom","Comb"
LV.AMO.2022B.7.4,"NT","NT"
LV.AMO.2022B.7.5,"Comb","Comb"
LV.AMO.2022B.8.1,"NT","NT"
LV.AMO.2022B.8.2,"Alg","Alg"
LV.AMO.2022B.8.3,"Geom","Geom"
LV.AMO.2022B.8.4,"Comb","Comb"
LV.AMO.2022B.8.5,"Comb","Comb"
LV.AMO.2022B.9.1,"NT","NT"
LV.AMO.2022B.9.2,"Alg","Alg"
LV.AMO.2022B.9.3,"Geom","Geom"
LV.AMO.2022B.9.4,"Comb","Comb"
LV.AMO.2022B.9.5,"Comb","Comb"
LV.AMO.2022B.10.1,"NT","NT"
LV.AMO.2022B.10.2,"NT","NT"
LV.AMO.2022B.10.3,"Geom","Geom"
LV.AMO.2022B.10.4,"Alg","Alg"
LV.AMO.2022B.10.5,"Comb","Comb"
LV.AMO.2022B.11.1,"NT","NT"
LV.AMO.2022B.11.2,"Alg","Alg"
LV.AMO.2022B.11.3,"Geom","Geom"
LV.AMO.2022B.11.4,"NT","NT"
LV.AMO.2022B.11.5,"Comb","Comb"
LV.AMO.2022B.12.1,"NT","NT"
LV.AMO.2022B.12.2,"Alg","Alg"
LV.AMO.2022B.12.3,"Geom","Geom"
LV.AMO.2022B.12.4,"Alg","Alg"
LV.AMO.2022B.12.5,"Comb","Comb"
LV.AMO.2023.5.1,"Comb","Comb"
LV.AMO.2023.5.2,"NT","NT"
LV.AMO.2023.5.3,"Geom","Geom"
LV.AMO.2023.5.4,"Comb","Comb"
LV.AMO.2023.5.5,"Comb","Comb"
LV.AMO.2023.6.1,"Comb","Comb"
LV.AMO.2023.6.2,"NT","NT"
LV.AMO.2023.6.3,"Geom","Geom"
LV.AMO.2023.6.4,"Comb","Comb"
LV.AMO.2023.6.5,"Comb","Comb"
LV.AMO.2023.7.1,"Comb","Comb"
LV.AMO.2023.7.2,"NT","NT"
LV.AMO.2023.7.3,"Geom","Geom"
LV.AMO.2023.7.4,"Comb","Comb"
LV.AMO.2023.7.5,"Comb","Comb"
LV.AMO.2023.8.1,"Alg","NT"
LV.AMO.2023.8.2,"NT","NT"
LV.AMO.2023.8.3,"Geom","Geom"
LV.AMO.2023.8.4,"Alg","Alg"
LV.AMO.2023.8.5,"Comb","Comb"
LV.AMO.2023.9.1,"Alg","Alg"
LV.AMO.2023.9.2,"NT","NT"
LV.AMO.2023.9.3,"Geom","Geom"
LV.AMO.2023.9.4,"Comb","Comb"
LV.AMO.2023.9.5,"Comb","Comb"
LV.AMO.2023.10.1,"Comb","Comb"
LV.AMO.2023.10.2,"Alg","Alg"
LV.AMO.2023.10.3,"Geom","Geom"
LV.AMO.2023.10.4,"Comb","Comb"
LV.AMO.2023.10.5,"NT","Alg"
LV.AMO.2023.11.1,"Comb","Comb"
LV.AMO.2023.11.2,"Alg","Alg"
LV.AMO.2023.11.3,"Geom","Geom"
LV.AMO.2023.11.4,"Comb","Comb"
LV.AMO.2023.11.5,"NT","NT"
LV.AMO.2023.12.1,"Alg","Comb"
LV.AMO.2023.12.2,"Alg","Alg"
LV.AMO.2023.12.3,"Geom","Geom"
LV.AMO.2023.12.4,"Comb","Comb"
LV.AMO.2023.12.5,"NT","NT"
LV.NOL.2024.5.1,"NT","NT"
LV.NOL.2024.5.2,"Geom","Comb"
LV.NOL.2024.5.3,"Geom","Comb"
LV.NOL.2024.5.4,"NT","NT"
LV.NOL.2024.5.5,"Comb","Comb"
LV.NOL.2024.6.1,"NT","NT"
LV.NOL.2024.6.2,"Geom","Geom"
LV.NOL.2024.6.3,"Geom","Comb"
LV.NOL.2024.6.4,"NT","Alg"
LV.NOL.2024.6.5,"Geom","Comb"
LV.NOL.2024.7.1,"NT","Comb"
LV.NOL.2024.7.2,"NT","NT"
LV.NOL.2024.7.3,"Geom","Geom"
LV.NOL.2024.7.4,"Geom","Comb"
LV.NOL.2024.7.5,"Comb","Comb"
LV.NOL.2024.8.1,"NT","NT"
LV.NOL.2024.8.2,"Geom","Geom"
LV.NOL.2024.8.3,"Comb","Comb"
LV.NOL.2024.8.4,"Comb","Comb"
LV.NOL.2024.8.5,"Comb","Comb"
LV.NOL.2024.9.1,"Geom","Geom"
LV.NOL.2024.9.2,"Alg","Alg"
LV.NOL.2024.9.3,"Geom","Geom"
LV.NOL.2024.9.4,"Comb","Comb"
LV.NOL.2024.9.5,"NT","NT"
LV.NOL.2024.10.1,"Geom","Geom"
LV.NOL.2024.10.2,"Alg","Alg"
LV.NOL.2024.10.3,"Geom","Geom"
LV.NOL.2024.10.4,"NT","NT"
LV.NOL.2024.10.5,"Comb","Comb"
LV.NOL.2024.11.1,"Geom","Geom"
LV.NOL.2024.11.2,"Alg","Alg"
LV.NOL.2024.11.3,"Geom","Geom"
LV.NOL.2024.11.4,"NT","NT"
LV.NOL.2024.11.5,"Comb","Comb"
LV.NOL.2024.12.1,"Geom","Geom"
LV.NOL.2024.12.2,"Alg","Alg"
LV.NOL.2024.12.3,"Geom","Geom"
LV.NOL.2024.12.4,"NT","NT"
LV.NOL.2024.12.5,"NT","NT"
LV.VOL.2024.9.1,"Alg","NT"
LV.VOL.2024.9.2,"Geom","Geom"
LV.VOL.2024.9.3,"Comb","Comb"
LV.VOL.2024.9.4,"NT","NT"
LV.VOL.2024.9.5,"NT","NT"
LV.VOL.2024.10.1,"NT","NT"
LV.VOL.2024.10.2,"Geom","Geom"
LV.VOL.2024.10.3,"Alg","Alg"
LV.VOL.2024.10.4,"Alg","Alg"
LV.VOL.2024.10.5,"Comb","Comb"
LV.VOL.2024.11.1,"Alg","Alg"
LV.VOL.2024.11.2,"Geom","Geom"
LV.VOL.2024.11.3,"Comb","Comb"
LV.VOL.2024.11.4,"NT","NT"
LV.VOL.2024.11.5,"Alg","NT"
LV.VOL.2024.12.1,"Alg","Alg"
LV.VOL.2024.12.2,"Geom","Geom"
LV.VOL.2024.12.3,"Comb","NT"
LV.VOL.2024.12.4,"NT","NT"
LV.VOL.2024.12.5,"Alg","Alg"
LV.NOL.2023.5.1,"Alg","Comb"
LV.NOL.2023.5.2,"Comb","Comb"
LV.NOL.2023.5.3,"Geom","Geom"
LV.NOL.2023.5.4,"NT","Comb"
LV.NOL.2023.5.5,"Comb","NT"
LV.NOL.2023.6.1,"Alg","Alg"
LV.NOL.2023.6.2,"Comb","Comb"
LV.NOL.2023.6.3,"Geom","Geom"
LV.NOL.2023.6.4,"NT","NT"
LV.NOL.2023.6.5,"NT","NT"
LV.NOL.2023.7.1,"Comb","Comb"
LV.NOL.2023.7.2,"Comb","Comb"
LV.NOL.2023.7.3,"Geom","Geom"
LV.NOL.2023.7.4,"NT","NT"
LV.NOL.2023.7.5,"Comb","Comb"
LV.NOL.2023.8.1,"NT","Comb"
LV.NOL.2023.8.2,"Comb","Comb"
LV.NOL.2023.8.3,"Geom","Geom"
LV.NOL.2023.8.4,"Geom","Geom"
LV.NOL.2023.8.5,"Alg","Alg"
LV.NOL.2023.9.1,"NT","NT"
LV.NOL.2023.9.2,"Comb","Comb"
LV.NOL.2023.9.3,"Geom","Geom"
LV.NOL.2023.9.4,"Alg","Alg"
LV.NOL.2023.9.5,"Alg","Alg"
LV.NOL.2023.10.1,"Alg","Alg"
LV.NOL.2023.10.2,"Comb","Geom"
LV.NOL.2023.10.3,"Geom","Geom"
LV.NOL.2023.10.4,"NT","NT"
LV.NOL.2023.10.5,"Comb","Comb"
LV.NOL.2023.11.1,"Alg","Alg"
LV.NOL.2023.11.2,"Comb","Comb"
LV.NOL.2023.11.3,"Geom","Geom"
LV.NOL.2023.11.4,"NT","NT"
LV.NOL.2023.11.5,"Comb","Comb"
LV.NOL.2023.12.1,"Alg","Alg"
LV.NOL.2023.12.2,"Comb","Comb"
LV.NOL.2023.12.3,"Geom","Geom"
LV.NOL.2023.12.4,"NT","NT"
LV.NOL.2023.12.5,"Comb","Comb"
LV.VOL.2023.9.1,"Alg","NT"
LV.VOL.2023.9.2,"Alg","Comb"
LV.VOL.2023.9.3,"Comb","Comb"
LV.VOL.2023.9.4,"Geom","Geom"
LV.VOL.2023.9.5,"NT","NT"
LV.VOL.2023.10.1,"Alg","Alg"
LV.VOL.2023.10.2,"Comb","Comb"
LV.VOL.2023.10.3,"NT","Comb"
LV.VOL.2023.10.4,"Geom","Geom"
LV.VOL.2023.10.5,"Comb","Comb"
LV.VOL.2023.11.1,"Alg","Alg"
LV.VOL.2023.11.2,"Alg","Comb"
LV.VOL.2023.11.3,"Geom","Geom"
LV.VOL.2023.11.4,"NT","NT"
LV.VOL.2023.11.5,"Alg","Comb"
LV.VOL.2023.12.1,"Alg","Alg"
LV.VOL.2023.12.2,"Geom","Geom"
LV.VOL.2023.12.3,"Alg","Alg"
LV.VOL.2023.12.4,"NT","NT"
LV.VOL.2023.12.5,"Comb","Comb"
