IMO.SHL.2022.A1,"Alg","Algebra"
IMO.SHL.2022.A2,"Alg","kombinatorika"
IMO.SHL.2022.A3,"Alg","Algebra"
IMO.SHL.2022.A4,"Alg","kombinatorika"
IMO.SHL.2022.A5,"Alg","skaitļu teorija"
IMO.SHL.2022.A6,"Alg","Algebra"
IMO.SHL.2022.A7,"Alg","Skaitļu teorija"
IMO.SHL.2022.A8,"Alg","kombinatorika"
IMO.SHL.2022.C1,"Comb","Kombinatorika"
IMO.SHL.2022.C2,"Comb","kombinatorika"
IMO.SHL.2022.C3,"Comb","Kombinatorika"
IMO.SHL.2022.C4,"Comb","Kombinatorika"
IMO.SHL.2022.C5,"Comb","kombinatorika"
IMO.SHL.2022.C6,"Comb","Kombinatorika"
IMO.SHL.2022.C7,"Comb","Kombinatorika"
IMO.SHL.2022.C8,"Comb","kombinatorika"
IMO.SHL.2022.C9,"Comb","kombinatorika"
IMO.SHL.2022.G1,"Geom","Ģeometrija"
IMO.SHL.2022.G2,"Geom","Ģeometrija"
IMO.SHL.2022.G3,"Geom","Ģeometrija"
IMO.SHL.2022.G4,"Geom","Ģeometrija"
IMO.SHL.2022.G5,"Geom","Ģeometrija"
IMO.SHL.2022.G6,"Geom","Ģeometrija"
IMO.SHL.2022.G7,"Geom","Ģeometrija"
IMO.SHL.2022.G8,"Geom","Ģeometrija"
IMO.SHL.2022.N1,"NT","skaitļu teorija"
IMO.SHL.2022.N2,"NT","Skaitļu teorija"
IMO.SHL.2022.N3,"NT","skaitļu teorija"
IMO.SHL.2022.N4,"NT","Skaitļu teorija"
IMO.SHL.2022.N5,"NT","skaitļu teorija"
IMO.SHL.2022.N6,"NT","skaitļu teorija"
IMO.SHL.2022.N7,"NT","Kombinatorika"
IMO.SHL.2022.N8,"NT","Skaitļu teorija"
